Date,Team,Home/Away,Opp,Venue,W/L,Team Pts,Opp Pts,Spread,Transition_percent_O,Transition_percent_D,Total_Transition_percent
2024-10-22,MIN,Away,LAL,LAL,L,103,110,-1,0.16,0.211,0.371
2025-04-13,NOP,Home,OKC,NOP,L,100,115,12.5,0.09,0.19,0.28
2025-04-11,NOP,Home,MIA,NOP,L,104,153,14.5,0.16,0.253,0.414
2025-04-10,NOP,Away,MIL,MIL,L,111,136,16.5,0.14,0.165,0.309
2025-04-08,NOP,Away,BKN,BKN,L,114,119,1.5,0.18,0.235,0.41
2025-04-06,NOP,Home,MIL,NOP,L,107,111,6.5,0.09,0.16,0.25
2025-04-04,NOP,Away,LAL,LAL,L,108,124,16,0.15,0.144,0.29
2025-04-02,NOP,Away,LAC,LAC,L,98,114,18,0.14,0.154,0.298
2025-03-30,NOP,Home,CHA,NOP,W,98,94,-2.5,0.22,0.216,0.432
2025-03-28,NOP,Home,GSW,NOP,L,95,111,17.5,0.10,0.161,0.258
2025-03-24,NOP,Home,PHI,NOP,W,112,99,-3,0.20,0.226,0.428
2025-03-23,NOP,Away,DET,DET,L,130,136,11.5,0.09,0.115,0.208
2025-03-21,NOP,Away,MIN,MIN,L,93,134,15.5,0.15,0.135,0.282
2025-03-19,NOP,Away,MIN,MIN,W,119,115,13,0.12,0.125,0.247
2025-03-17,NOP,Home,DET,NOP,L,81,127,6.5,0.09,0.257,0.35
2025-03-15,NOP,Away,SAS,SAS,L,115,119,-1,0.12,0.163,0.283
2025-03-13,NOP,Home,ORL,NOP,L,93,113,2.5,0.12,0.185,0.308
2025-03-11,NOP,Home,LAC,NOP,W,127,120,8,0.12,0.163,0.287
2025-03-09,NOP,Home,MEM,NOP,L,104,107,10.5,0.14,0.234,0.371
2025-03-08,NOP,Away,HOU,HOU,L,117,146,6.5,0.14,0.165,0.306
2025-03-06,NOP,Home,HOU,NOP,L,97,109,3.5,0.17,0.156,0.323
2025-03-04,NOP,Away,LAL,LAL,L,115,136,7.5,0.23,0.121,0.354
2025-03-02,NOP,Away,UTA,UTA,W,128,121,-7.5,0.15,0.15,0.3
2025-02-28,NOP,Away,PHX,PHX,L,108,125,9,0.14,0.068,0.203
2025-02-27,NOP,Away,PHX,PHX,W,124,116,6.5,0.17,0.126,0.293
2025-02-25,NOP,Home,SAS,NOP,W,109,103,-2.5,0.18,0.168,0.346
2025-02-23,NOP,Home,SAS,NOP,W,114,96,-2,0.16,0.18,0.338
2025-02-21,NOP,Away,DAL,DAL,L,103,111,5.5,0.18,0.117,0.293
2025-02-13,NOP,Home,SAC,NOP,W,140,133,8.5,0.17,0.109,0.279
2025-02-12,NOP,Home,SAC,NOP,L,111,119,6,0.18,0.186,0.363
2025-02-10,NOP,Away,OKC,OKC,L,101,137,17.5,0.12,0.179,0.297
2025-02-08,NOP,Away,SAC,SAC,L,118,123,8,0.19,0.236,0.427
2025-02-05,NOP,Away,DEN,DEN,L,119,144,11,0.12,0.144,0.268
2025-02-03,NOP,Away,DEN,DEN,L,113,125,9,0.13,0.161,0.29
2025-01-31,NOP,Home,BOS,NOP,L,116,118,12,0.14,0.127,0.263
2025-01-29,NOP,Home,DAL,NOP,L,136,137,1,0.20,0.149,0.353
2025-01-27,NOP,Away,TOR,TOR,L,104,113,1,0.18,0.144,0.328
2025-01-25,NOP,Away,CHA,CHA,L,92,123,-1.5,0.11,0.168,0.273
2025-01-24,NOP,Away,MEM,MEM,L,126,139,9.5,0.16,0.16,0.316
2025-01-20,NOP,Home,UTA,NOP,W,123,119,-11,0.21,0.1,0.314
2025-01-17,NOP,Home,UTA,NOP,W,136,123,-12,0.14,0.092,0.235
2025-01-15,NOP,Home,DAL,NOP,W,119,116,-1,0.27,0.184,0.449
2025-01-14,NOP,Away,CHI,CHI,W,119,113,1.5,0.16,0.141,0.301
2025-01-12,NOP,Away,BOS,BOS,L,119,120,14.5,0.14,0.071,0.212
2025-01-10,NOP,Away,PHI,PHI,W,123,115,7,0.15,0.208,0.361
2025-01-08,NOP,Home,POR,NOP,L,100,119,-2,0.10,0.145,0.244
2025-01-07,NOP,Home,MIN,NOP,L,97,104,4,0.18,0.144,0.319
2025-01-05,NOP,Away,WAS,WAS,W,110,98,-6,0.20,0.186,0.39
2025-01-03,NOP,Home,WAS,NOP,W,132,120,-7.5,0.14,0.139,0.276
2025-01-01,NOP,Away,MIA,MIA,L,108,119,9,0.14,0.117,0.257
2024-12-30,NOP,Home,LAC,NOP,L,113,116,4.5,0.18,0.188,0.365
2024-12-27,NOP,Home,MEM,NOP,L,124,132,7,0.19,0.157,0.351
2024-12-26,NOP,Home,HOU,NOP,L,111,128,7,0.13,0.183,0.316
2024-12-22,NOP,Home,DEN,NOP,L,129,132,8.5,0.20,0.176,0.379
2024-12-21,NOP,Home,NYK,NOP,L,93,104,8,0.14,0.183,0.323
2024-12-19,NOP,Away,HOU,HOU,L,113,133,9,0.16,0.253,0.408
2024-12-15,NOP,Away,IND,IND,L,104,119,7,0.15,0.119,0.268
2024-12-12,NOP,Home,SAC,NOP,L,109,111,7,0.16,0.194,0.349
2024-12-08,NOP,Away,SAS,SAS,L,116,121,7,0.14,0.158,0.297
2024-12-07,NOP,Home,OKC,NOP,L,109,119,8,0.14,0.178,0.318
2024-12-05,NOP,Home,PHX,NOP,W,126,124,1.5,0.24,0.206,0.441
2024-12-02,NOP,Away,ATL,ATL,L,112,124,9,0.17,0.295,0.466
2024-12-01,NOP,Away,NYK,NYK,L,85,118,12.5,0.14,0.194,0.331
2024-11-29,NOP,Away,MEM,MEM,L,109,120,11.5,0.17,0.248,0.413
2024-11-27,NOP,Home,TOR,NOP,L,93,119,-1,0.14,0.198,0.342
2024-11-25,NOP,Away,IND,IND,L,110,114,8,0.15,0.118,0.267
2024-11-22,NOP,Home,GSW,NOP,L,108,112,10.5,0.16,0.141,0.304
2024-11-20,NOP,Away,CLE,CLE,L,100,128,14,0.13,0.103,0.232
2024-11-19,NOP,Away,DAL,DAL,L,91,132,13,0.14,0.174,0.314
2024-11-16,NOP,Home,LAL,NOP,L,99,104,8,0.13,0.156,0.289
2024-11-15,NOP,Home,DEN,NOP,W,101,94,2,0.10,0.176,0.275
2024-11-13,NOP,Away,OKC,OKC,L,88,106,14.5,0.12,0.239,0.363
2024-11-11,NOP,Home,BKN,NOP,L,105,107,1.5,0.22,0.12,0.335
2024-11-08,NOP,Away,ORL,ORL,L,88,115,8.5,0.17,0.198,0.365
2024-11-06,NOP,Home,CLE,NOP,L,122,131,6.5,0.12,0.152,0.276
2024-11-04,NOP,Home,POR,NOP,L,100,118,-1.5,0.12,0.156,0.278
2024-11-03,NOP,Home,ATL,NOP,L,111,126,1.5,0.11,0.165,0.274
2024-11-01,NOP,Home,IND,NOP,W,125,118,4.5,0.16,0.155,0.318
2024-10-30,NOP,Away,GSW,GSW,L,89,104,3.5,0.22,0.143,0.36
2024-10-29,NOP,Away,GSW,GSW,L,106,124,-1.5,0.16,0.178,0.334
2024-10-27,NOP,Away,POR,POR,L,103,125,-6.5,0.17,0.115,0.285
2024-10-25,NOP,Away,POR,POR,W,105,103,-6.5,0.20,0.178,0.376
2024-10-23,NOP,Home,CHI,NOP,W,123,111,-5,0.24,0.183,0.423
2025-05-31,NYK,Away,IND,IND,L,108,125,4.5,0.13,0.2,0.325
2025-05-29,NYK,Home,IND,NYK,W,111,94,-4.5,0.15,0.141,0.292
2025-05-27,NYK,Away,IND,IND,L,121,130,3,0.09,0.175,0.262
2025-05-25,NYK,Away,IND,IND,W,106,100,1.5,0.11,0.138,0.244
2025-05-23,NYK,Home,IND,NYK,L,109,114,-6,0.10,0.125,0.226
2025-05-21,NYK,Home,IND,NYK,L,135,138,-4.5,0.10,0.094,0.198
2025-05-16,NYK,Home,BOS,NYK,W,119,81,-3,0.14,0.133,0.276
2025-05-14,NYK,Away,BOS,BOS,L,102,127,5,0.07,0.07,0.139
2025-05-12,NYK,Home,BOS,NYK,W,121,113,5.5,0.07,0.16,0.225
2025-05-10,NYK,Home,BOS,NYK,L,93,115,6,0.12,0.093,0.211
2025-05-07,NYK,Away,BOS,BOS,W,91,90,10,0.13,0.158,0.286
2025-05-05,NYK,Away,BOS,BOS,W,108,105,9,0.08,0.079,0.157
2025-05-01,NYK,Away,DET,DET,W,116,113,1.5,0.18,0.2,0.38
2025-04-29,NYK,Home,DET,NYK,L,103,106,-5.5,0.12,0.147,0.271
2025-04-27,NYK,Away,DET,DET,W,94,93,2.5,0.19,0.14,0.334
2025-04-24,NYK,Away,DET,DET,W,118,116,-1.5,0.19,0.188,0.374
2025-04-21,NYK,Home,DET,NYK,L,94,100,-6.5,0.15,0.202,0.353
2025-04-19,NYK,Home,DET,NYK,W,123,112,-6.5,0.16,0.186,0.349
2025-04-13,NYK,Away,BKN,BKN,W,113,105,-4.5,0.17,0.188,0.353
2025-04-11,NYK,Home,CLE,NYK,L,102,108,-3.5,0.13,0.151,0.281
2025-04-10,NYK,Away,DET,DET,L,106,115,4,0.11,0.108,0.216
2025-04-08,NYK,Home,BOS,NYK,L,117,119,2,0.15,0.119,0.269
2025-04-06,NYK,Home,PHX,NYK,W,112,98,-9.5,0.16,0.17,0.331
2025-04-05,NYK,Away,ATL,ATL,W,121,105,-1.5,0.17,0.221,0.391
2025-04-02,NYK,Away,CLE,CLE,L,105,124,10.5,0.12,0.159,0.283
2025-04-01,NYK,Home,PHI,NYK,W,105,91,-13,0.14,0.157,0.292
2025-03-30,NYK,Home,POR,NYK,W,110,93,-7,0.24,0.118,0.36
2025-03-28,NYK,Away,MIL,MIL,W,116,107,1,0.16,0.126,0.282
2025-03-26,NYK,Home,LAC,NYK,L,113,126,4,0.07,0.099,0.166
2025-03-25,NYK,Home,DAL,NYK,W,128,113,-12.5,0.22,0.11,0.33
2025-03-22,NYK,Home,WAS,NYK,W,122,103,-15.5,0.21,0.175,0.389
2025-03-20,NYK,Away,CHA,CHA,L,98,115,-7.5,0.11,0.033,0.142
2025-03-19,NYK,Away,SAS,SAS,L,105,120,-8,0.15,0.202,0.351
2025-03-17,NYK,Home,MIA,NYK,W,116,95,-7.5,0.18,0.2,0.38
2025-03-15,NYK,Away,GSW,GSW,L,94,97,6.5,0.06,0.055,0.11
2025-03-12,NYK,Away,POR,POR,W,114,113,-4,0.19,0.119,0.305
2025-03-10,NYK,Away,SAC,SAC,W,133,104,-1,0.13,0.093,0.221
2025-03-07,NYK,Away,LAC,LAC,L,95,105,7,0.17,0.092,0.259
2025-03-06,NYK,Away,LAL,LAL,L,109,113,2.5,0.16,0.167,0.33
2025-03-04,NYK,Home,GSW,NYK,L,102,114,1,0.06,0.186,0.248
2025-03-02,NYK,Away,MIA,MIA,W,116,112,-6.5,0.12,0.061,0.182
2025-02-28,NYK,Away,MEM,MEM,W,114,113,2.5,0.17,0.16,0.332
2025-02-26,NYK,Home,PHI,NYK,W,110,105,-8.5,0.13,0.094,0.228
2025-02-23,NYK,Away,BOS,BOS,L,105,118,7.5,0.14,0.116,0.253
2025-02-21,NYK,Away,CLE,CLE,L,105,142,7.5,0.13,0.169,0.299
2025-02-20,NYK,Home,CHI,NYK,W,113,111,-10,0.19,0.165,0.35
2025-02-12,NYK,Home,ATL,NYK,W,149,148,-8,0.13,0.2,0.33
2025-02-11,NYK,Away,IND,IND,W,128,115,-2,0.13,0.135,0.26
2025-02-08,NYK,Home,BOS,NYK,L,104,131,3,0.15,0.071,0.216
2025-02-04,NYK,Away,TOR,TOR,W,121,115,-5.5,0.10,0.181,0.277
2025-02-03,NYK,Home,HOU,NYK,W,124,118,-7,0.13,0.108,0.238
2025-02-01,NYK,Home,LAL,NYK,L,112,128,-11,0.14,0.16,0.298
2025-01-29,NYK,Home,DEN,NYK,W,122,112,-3,0.22,0.133,0.349
2025-01-27,NYK,Home,MEM,NYK,W,143,106,-3.5,0.28,0.124,0.402
2025-01-25,NYK,Home,SAC,NYK,W,143,120,-5,0.13,0.196,0.329
2025-01-21,NYK,Away,BKN,BKN,W,99,95,-11.5,0.19,0.202,0.396
2025-01-20,NYK,Home,ATL,NYK,W,119,110,-7.5,0.14,0.165,0.308
2025-01-17,NYK,Home,MIN,NYK,L,99,116,-3,0.10,0.116,0.219
2025-01-15,NYK,Away,PHI,PHI,W,125,119,-5.5,0.11,0.133,0.245
2025-01-13,NYK,Home,DET,NYK,L,119,124,-8.5,0.10,0.09,0.192
2025-01-12,NYK,Home,MIL,NYK,W,140,106,-5,0.10,0.081,0.184
2025-01-10,NYK,Home,OKC,NYK,L,101,126,2.5,0.13,0.154,0.287
2025-01-08,NYK,Home,TOR,NYK,W,112,98,-12,0.13,0.146,0.279
2025-01-06,NYK,Home,ORL,NYK,L,94,103,-10.5,0.11,0.111,0.222
2025-01-04,NYK,Away,CHI,CHI,L,126,139,-6,0.14,0.097,0.232
2025-01-03,NYK,Away,OKC,OKC,L,107,117,3.5,0.07,0.184,0.255
2025-01-01,NYK,Home,UTA,NYK,W,119,103,-12,0.21,0.111,0.323
2024-12-30,NYK,Away,WAS,WAS,W,126,106,-13,0.14,0.227,0.371
2024-12-28,NYK,Away,WAS,WAS,W,136,132,-13,0.15,0.207,0.36
2024-12-27,NYK,Away,ORL,ORL,W,108,85,-6.5,0.16,0.128,0.289
2024-12-25,NYK,Home,SAS,NYK,W,117,114,-8.5,0.11,0.189,0.302
2024-12-23,NYK,Home,TOR,NYK,W,139,125,-14,0.18,0.119,0.295
2024-12-21,NYK,Away,NOP,NOP,W,104,93,-8,0.18,0.14,0.323
2024-12-19,NYK,Away,MIN,MIN,W,133,107,3.5,0.17,0.218,0.387
2024-12-15,NYK,Away,ORL,ORL,W,100,91,-4.5,0.15,0.183,0.337
2024-12-11,NYK,Home,ATL,NYK,L,100,108,-8,0.10,0.173,0.276
2024-12-09,NYK,Away,TOR,TOR,W,113,108,-8,0.15,0.179,0.326
2024-12-07,NYK,Home,DET,NYK,L,111,120,-8,0.13,0.131,0.264
2024-12-05,NYK,Home,CHA,NYK,W,125,101,-14.5,0.11,0.056,0.17
2024-12-03,NYK,Home,ORL,NYK,W,121,106,-5,0.15,0.16,0.309
2024-12-01,NYK,Home,NOP,NYK,W,118,85,-12.5,0.19,0.137,0.331
2024-11-29,NYK,Away,CHA,CHA,W,99,98,-12.5,0.15,0.077,0.231
2024-11-27,NYK,Away,DAL,DAL,L,114,129,-4,0.13,0.156,0.281
2024-11-25,NYK,Away,DEN,DEN,W,145,118,2.5,0.16,0.096,0.254
2024-11-23,NYK,Away,UTA,UTA,L,106,121,-8.5,0.28,0.108,0.392
2024-11-20,NYK,Away,PHX,PHX,W,138,122,-4.5,0.15,0.113,0.259
2024-11-18,NYK,Home,WAS,NYK,W,134,106,-14.5,0.09,0.105,0.197
2024-11-17,NYK,Home,BKN,NYK,W,114,104,-10,0.14,0.102,0.237
2024-11-15,NYK,Home,BKN,NYK,W,124,122,-8.5,0.18,0.155,0.332
2024-11-13,NYK,Home,CHI,NYK,L,123,124,-8.5,0.13,0.186,0.312
2024-11-12,NYK,Away,PHI,PHI,W,111,99,-3.5,0.18,0.175,0.357
2024-11-10,NYK,Away,IND,IND,L,121,132,-3,0.04,0.175,0.217
2024-11-08,NYK,Home,MIL,NYK,W,116,94,-6.5,0.14,0.053,0.188
2024-11-06,NYK,Away,ATL,ATL,L,116,121,-7,0.16,0.214,0.376
2024-11-04,NYK,Away,HOU,HOU,L,97,109,-2,0.11,0.13,0.24
2024-11-01,NYK,Away,DET,DET,W,128,98,-6,0.19,0.148,0.341
2024-10-30,NYK,Away,MIA,MIA,W,116,107,-2,0.17,0.126,0.296
2024-10-28,NYK,Home,CLE,NYK,L,104,110,-3,0.12,0.179,0.295
2024-10-25,NYK,Home,IND,NYK,W,123,98,-4.5,0.11,0.155,0.261
2024-10-22,NYK,Away,BOS,BOS,L,109,132,6,0.05,0.139,0.19
2025-06-22,OKC,Home,IND,OKC,W,103,91,-6.5,0.11,0.124,0.236
2025-06-19,OKC,Away,IND,IND,L,91,108,-4.5,0.06,0.235,0.297
2025-06-16,OKC,Home,IND,OKC,W,120,109,-9,0.16,0.165,0.328
2025-06-13,OKC,Away,IND,IND,W,111,104,-6,0.13,0.073,0.207
2025-06-11,OKC,Away,IND,IND,L,107,116,-5.5,0.10,0.172,0.271
2025-06-08,OKC,Home,IND,OKC,W,123,107,-11.5,0.14,0.087,0.231
2025-06-05,OKC,Home,IND,OKC,L,110,111,-10,0.14,0.129,0.266
2025-05-28,OKC,Home,MIN,OKC,W,124,94,-9,0.19,0.144,0.333
2025-05-26,OKC,Away,MIN,MIN,W,128,126,-3,0.08,0.126,0.21
2025-05-24,OKC,Away,MIN,MIN,L,101,143,-3,0.12,0.12,0.243
2025-05-22,OKC,Home,MIN,OKC,W,118,103,-8,0.12,0.096,0.211
2025-05-20,OKC,Home,MIN,OKC,W,114,88,-7,0.11,0.088,0.196
2025-05-18,OKC,Home,DEN,OKC,W,125,93,-8,0.25,0.119,0.369
2025-05-15,OKC,Away,DEN,DEN,L,107,119,-5.5,0.17,0.099,0.264
2025-05-13,OKC,Home,DEN,OKC,W,112,105,-10,0.12,0.113,0.228
2025-05-11,OKC,Away,DEN,DEN,W,92,87,-6.5,0.20,0.082,0.278
2025-05-09,OKC,Away,DEN,DEN,L,104,113,-6,0.14,0.087,0.222
2025-05-07,OKC,Home,DEN,OKC,W,149,106,-10,0.13,0.108,0.241
2025-05-05,OKC,Home,DEN,OKC,L,119,121,-10.5,0.18,0.2,0.379
2025-04-26,OKC,Away,MEM,MEM,W,117,115,-15.5,0.18,0.107,0.283
2025-04-24,OKC,Away,MEM,MEM,W,114,108,-10,0.09,0.092,0.184
2025-04-22,OKC,Home,MEM,OKC,W,118,99,-14.5,0.21,0.092,0.302
2025-04-20,OKC,Home,MEM,OKC,W,131,80,-13,0.23,0.089,0.317
2025-04-13,OKC,Away,NOP,NOP,W,115,100,-12.5,0.19,0.09,0.28
2025-04-11,OKC,Away,UTA,UTA,W,145,111,-9,0.21,0.142,0.348
2025-04-09,OKC,Away,PHX,PHX,W,125,112,-7.5,0.24,0.093,0.33
2025-04-08,OKC,Home,LAL,OKC,W,136,120,-9,0.09,0.063,0.157
2025-04-06,OKC,Home,LAL,OKC,L,99,126,-9,0.19,0.169,0.358
2025-04-04,OKC,Away,HOU,HOU,L,111,125,-5.5,0.10,0.091,0.192
2025-04-02,OKC,Home,DET,OKC,W,119,103,-12.5,0.18,0.099,0.274
2025-03-31,OKC,Home,CHI,OKC,W,145,117,-15.5,0.15,0.133,0.279
2025-03-29,OKC,Home,IND,OKC,W,132,111,-8.5,0.15,0.117,0.263
2025-03-27,OKC,Home,MEM,OKC,W,125,104,-10.5,0.12,0.162,0.282
2025-03-25,OKC,Away,SAC,SAC,W,121,105,-8.5,0.11,0.095,0.201
2025-03-23,OKC,Away,LAC,LAC,W,103,101,-1,0.12,0.135,0.25
2025-03-21,OKC,Home,CHA,OKC,W,141,106,-20.5,0.15,0.084,0.232
2025-03-19,OKC,Home,PHI,OKC,W,133,100,-11.5,0.13,0.182,0.313
2025-03-16,OKC,Away,MIL,MIL,W,121,105,-5.5,0.13,0.163,0.293
2025-03-15,OKC,Away,DET,DET,W,113,107,-4,0.16,0.216,0.371
2025-03-12,OKC,Away,BOS,BOS,W,118,112,3,0.08,0.085,0.168
2025-03-10,OKC,Home,DEN,OKC,L,127,140,-9.5,0.17,0.102,0.275
2025-03-09,OKC,Home,DEN,OKC,W,127,103,-7.5,0.19,0.115,0.301
2025-03-07,OKC,Home,POR,OKC,W,107,89,-1.5,0.13,0.121,0.252
2025-03-05,OKC,Away,MEM,MEM,W,120,103,-7,0.20,0.21,0.41
2025-03-03,OKC,Home,HOU,OKC,W,137,128,-14.5,0.17,0.111,0.278
2025-03-02,OKC,Away,SAS,SAS,W,146,132,-12.5,0.15,0.063,0.21
2025-02-28,OKC,Away,ATL,ATL,W,135,119,-11,0.11,0.189,0.3
2025-02-26,OKC,Away,BKN,BKN,W,129,121,-17,0.16,0.153,0.313
2025-02-24,OKC,Home,MIN,OKC,L,128,131,-11.5,0.18,0.105,0.289
2025-02-23,OKC,Away,MIN,MIN,W,130,123,-9,0.12,0.082,0.203
2025-02-21,OKC,Away,UTA,UTA,W,130,107,-15.5,0.22,0.12,0.34
2025-02-13,OKC,Away,MIN,MIN,L,101,116,-9.5,0.16,0.106,0.266
2025-02-12,OKC,Home,MIA,OKC,W,115,101,-14,0.13,0.116,0.241
2025-02-10,OKC,Home,NOP,OKC,W,137,101,-17.5,0.18,0.118,0.297
2025-02-08,OKC,Away,MEM,MEM,W,125,112,-1.5,0.14,0.113,0.248
2025-02-07,OKC,Home,TOR,OKC,W,121,109,-19,0.11,0.149,0.257
2025-02-05,OKC,Home,PHX,OKC,W,140,109,-13,0.17,0.071,0.236
2025-02-03,OKC,Home,MIL,OKC,W,125,96,-17.5,0.16,0.128,0.284
2025-02-01,OKC,Home,SAC,OKC,W,144,110,-7,0.11,0.126,0.24
2025-01-29,OKC,Away,GSW,GSW,L,109,116,-9,0.16,0.16,0.32
2025-01-26,OKC,Away,POR,POR,W,118,108,-14,0.14,0.109,0.249
2025-01-23,OKC,Home,DAL,OKC,L,115,121,-11.5,0.12,0.111,0.23
2025-01-22,OKC,Home,UTA,OKC,W,123,114,-16,0.18,0.109,0.284
2025-01-19,OKC,Home,BKN,OKC,W,127,101,-16.5,0.17,0.145,0.318
2025-01-17,OKC,Away,DAL,DAL,L,98,106,-2.5,0.11,0.147,0.256
2025-01-16,OKC,Home,CLE,OKC,W,134,114,-2.5,0.20,0.088,0.286
2025-01-14,OKC,Away,PHI,PHI,W,118,102,-16,0.13,0.17,0.299
2025-01-12,OKC,Away,WAS,WAS,W,136,95,-15.5,0.17,0.167,0.341
2025-01-10,OKC,Away,NYK,NYK,W,126,101,-2.5,0.15,0.133,0.287
2025-01-08,OKC,Away,CLE,CLE,L,122,129,3,0.14,0.11,0.251
2025-01-05,OKC,Home,BOS,OKC,W,105,92,-1,0.16,0.113,0.271
2025-01-03,OKC,Home,NYK,OKC,W,117,107,-3.5,0.18,0.071,0.255
2025-01-02,OKC,Home,LAC,OKC,W,116,98,-12,0.18,0.083,0.264
2024-12-31,OKC,Home,MIN,OKC,W,113,105,-6.5,0.20,0.1,0.3
2024-12-29,OKC,Home,MEM,OKC,W,130,106,-8,0.19,0.118,0.306
2024-12-28,OKC,Away,CHA,CHA,W,106,94,-14,0.16,0.162,0.325
2024-12-26,OKC,Away,IND,IND,W,120,114,-5,0.09,0.131,0.22
2024-12-23,OKC,Home,WAS,OKC,W,123,105,-18,0.20,0.102,0.304
2024-12-20,OKC,Away,MIA,MIA,W,104,97,-1,0.14,0.134,0.271
2024-12-19,OKC,Away,ORL,ORL,W,105,99,-6.5,0.21,0.138,0.344
2024-12-14,OKC,Home,HOU,OKC,W,111,96,-5.5,0.15,0.143,0.295
2024-12-10,OKC,Home,DAL,OKC,W,118,104,-4.5,0.25,0.122,0.367
2024-12-07,OKC,Away,NOP,NOP,W,119,109,-8,0.18,0.14,0.318
2024-12-05,OKC,Away,TOR,TOR,W,129,92,-10.5,0.26,0.233,0.489
2024-12-03,OKC,Home,UTA,OKC,W,133,106,-13.5,0.18,0.074,0.251
2024-12-01,OKC,Away,HOU,HOU,L,116,119,-1.5,0.11,0.122,0.234
2024-11-29,OKC,Away,LAL,LAL,W,101,93,-3,0.17,0.154,0.328
2024-11-27,OKC,Away,GSW,GSW,W,105,101,-4,0.14,0.214,0.355
2024-11-25,OKC,Away,SAC,SAC,W,130,109,-3.5,0.08,0.118,0.193
2024-11-20,OKC,Home,POR,OKC,W,109,99,-13,0.10,0.101,0.202
2024-11-19,OKC,Away,SAS,SAS,L,104,110,-10,0.21,0.131,0.343
2024-11-17,OKC,Home,DAL,OKC,L,119,121,-7.5,0.12,0.084,0.199
2024-11-15,OKC,Home,PHX,OKC,W,99,83,-7.5,0.11,0.126,0.24
2024-11-13,OKC,Home,NOP,OKC,W,106,88,-14.5,0.24,0.124,0.363
2024-11-11,OKC,Home,LAC,OKC,W,134,128,-6.5,0.18,0.1,0.284
2024-11-10,OKC,Home,GSW,OKC,L,116,127,-6.5,0.15,0.143,0.296
2024-11-08,OKC,Home,HOU,OKC,W,126,107,-7.5,0.19,0.173,0.358
2024-11-06,OKC,Away,DEN,DEN,L,122,124,-7,0.21,0.187,0.4
2024-11-04,OKC,Home,ORL,OKC,W,102,86,-12.5,0.17,0.109,0.281
2024-11-02,OKC,Away,LAC,LAC,W,105,92,-5.5,0.20,0.258,0.462
2024-11-01,OKC,Away,POR,POR,W,137,114,-11.5,0.21,0.138,0.35
2024-10-30,OKC,Home,SAS,OKC,W,105,93,-12.5,0.20,0.097,0.301
2024-10-27,OKC,Home,ATL,OKC,W,128,104,-10.5,0.18,0.094,0.269
2024-10-26,OKC,Away,CHI,CHI,W,114,95,-9.5,0.29,0.248,0.54
2024-10-24,OKC,Away,DEN,DEN,W,102,87,2,15.80%,0.17,0.328
2025-04-29,ORL,Away,BOS,BOS,L,89,120,11.5,0.12,0.072,0.192
2025-04-27,ORL,Home,BOS,ORL,L,98,107,8,0.12,0.118,0.236
2025-04-25,ORL,Home,BOS,ORL,W,95,93,6,0.15,0.146,0.292
2025-04-23,ORL,Away,BOS,BOS,L,100,109,10,0.10,0.103,0.205
2025-04-20,ORL,Away,BOS,BOS,L,86,103,12.5,0.06,0.217,0.276
2025-04-15,ORL,Home,ATL,ORL,W,120,95,-6,0.09,0.092,0.185
2025-04-13,ORL,Away,ATL,ATL,L,105,117,-3.5,0.11,0.184,0.296
2025-04-11,ORL,Away,IND,IND,W,129,115,3.5,0.18,0.154,0.338
2025-04-09,ORL,Home,BOS,ORL,W,96,76,-8,0.12,0.156,0.271
2025-04-08,ORL,Home,ATL,ORL,W,119,112,-5.5,0.13,0.2,0.325
2025-04-03,ORL,Away,WAS,WAS,W,109,97,-15.5,0.14,0.157,0.293
2025-04-01,ORL,Away,SAS,SAS,W,116,105,-4.5,0.14,0.168,0.305
2025-03-31,ORL,Home,LAC,ORL,L,87,96,3,0.14,0.213,0.354
2025-03-29,ORL,Home,SAC,ORL,W,121,91,-1.5,0.09,0.115,0.206
2025-03-27,ORL,Home,DAL,ORL,L,92,101,-7,0.15,0.135,0.281
2025-03-25,ORL,Away,CHA,CHA,W,111,104,-5,0.15,0.117,0.266
2025-03-24,ORL,Home,LAL,ORL,W,118,106,4,0.13,0.178,0.311
2025-03-21,ORL,Away,WAS,WAS,W,120,105,-8.5,0.21,0.179,0.384
2025-03-19,ORL,Home,HOU,ORL,L,108,116,2,0.08,0.116,0.2
2025-03-16,ORL,Away,CLE,CLE,W,108,103,10,0.20,0.152,0.354
2025-03-14,ORL,Away,MIN,MIN,L,111,118,11,0.09,0.13,0.221
2025-03-13,ORL,Away,NOP,NOP,W,113,93,-2.5,0.19,0.123,0.308
2025-03-10,ORL,Away,HOU,HOU,L,84,97,3.5,0.11,0.071,0.176
2025-03-08,ORL,Away,MIL,MIL,W,111,109,6.5,0.11,0.174,0.283
2025-03-06,ORL,Home,CHI,ORL,L,123,125,-8,0.07,0.149,0.218
2025-03-04,ORL,Home,TOR,ORL,L,113,114,-6.5,0.09,0.271,0.364
2025-03-02,ORL,Home,TOR,ORL,L,102,104,-7,0.10,0.215,0.313
2025-02-27,ORL,Home,GSW,ORL,L,115,121,4.5,0.16,0.097,0.257
2025-02-25,ORL,Home,CLE,ORL,L,82,122,6,0.14,0.175,0.313
2025-02-23,ORL,Home,WAS,ORL,W,110,90,-13.5,0.16,0.126,0.287
2025-02-21,ORL,Home,MEM,ORL,L,104,105,2,0.22,0.141,0.359
2025-02-20,ORL,Away,ATL,ATL,W,114,108,-1,0.15,0.143,0.295
